,text,label
8451,i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,anger
8452,i feel my repressed emotions surfacing im glad for the solace i can seek in my writing,sadness
8453,i am feeling like i have more energy and loving every minute of it,love
8454,i feel stupid about my diamond richie mix up,sadness
8455,i love taylor swift because she has so many inspiring song and her song always represent what i feel and she is so damn gorgeous and she is very nice to her fans,joy
8456,i was pretty tired feeling a little homesick and not at all in the mood to mingle,sadness
8457,im great at complaining because modern society is geared toward making people feel inadequate,sadness
8458,i am still feeling pretty lousy from this allergy induced stupor so last night i just was not really feeling wildstar and interacting with other human beings,sadness
8459,i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger
8460,i hate being selfish but i gotta admit i feel so depressed about it,sadness
8461,i can truly empathize with your feelings of failure and discontent i would challenge you to re focus that energy in order to gear up for the next cycle,sadness
8462,i don t feel comfortable doing it is what i m trying to say,joy
8463,im which turned out to be easy yummy and made me feel very clever as i was able to make sandwiches and soup out of the leftovers like my mum,joy
8464,i had awesome workouts and feeling amazing,joy
8465,i wanted to feel like i could depend on you and put in ur care and dare i say tender hands some of the things i hold dear u like a winter never seen in these lands became so cold,love
8466,i didn t even think i was the type of person that could feel homesick,sadness
8467,i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,fear
8468,i knew i have this feeling but i ignored it,sadness
8469,i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear
8470,i feel isolated as a stay at home mum shonas story notes d athe only negative for me is that i feel isolated as a stay at home mum,sadness
8471,i diabetes and clinical depression and put right the record on my abstinence from alcohol for over eight years i feel more calm and listened to by the specialists,joy
8472,i really feel cute when i wear them,joy
8473,i feel i am being neglectful to a lot of you by not responding to your comments,sadness
8474,i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,sadness
8475,im sitting on the couch thinking about how miserable i feel from indulging in too much delicious food,joy
8476,i feel so idiotic for letting you and myself call us best friends,sadness
8477,i feel much alarmed at the prospect of seeing general jackson president,fear
8478,i either feel like crap about myself all day and try to make up for it the rest of the day and am exhausted,sadness
