,Original Label,ANGER,LOVE,SADNESS,SURPRISE,JOY,FEAR,Predicted Label
8137,sadness,0.329,0.329,0.355,0.329,0.329,0.329,sadness
8138,joy,0.182,0.182,0.2,0.182,0.182,0.182,sadness
8139,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8140,joy,0.125,0.125,0.133,0.125,0.125,0.125,sadness
8141,joy,0.38,0.38,0.411,0.38,0.38,0.38,sadness
8142,joy,0,0,0,0,0,0,not found
8143,fear,0.273,0.273,0.294,0.273,0.273,0.273,sadness
8144,sadness,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8145,anger,0.353,0.353,0.383,0.353,0.353,0.353,sadness
8146,fear,0.256,0.256,0.276,0.256,0.256,0.256,sadness
8147,anger,0.218,0.218,0.233,0.218,0.218,0.218,sadness
8148,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8149,anger,0.245,0.245,0.266,0.245,0.245,0.245,sadness
8150,sadness,0.193,0.193,0.207,0.193,0.193,0.193,sadness
8151,love,0.349,0.349,0.377,0.349,0.349,0.349,sadness
8152,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8153,sadness,0.214,0.214,0.23,0.214,0.214,0.214,sadness
8154,fear,0.222,0.222,0.235,0.222,0.222,0.222,sadness
8155,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8156,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
8157,sadness,0.397,0.397,0.429,0.397,0.397,0.397,sadness
8158,joy,0.319,0.319,0.347,0.319,0.319,0.319,sadness
8159,surprise,0.26,0.26,0.281,0.26,0.26,0.26,sadness
8160,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8161,joy,0.309,0.309,0.334,0.309,0.309,0.309,sadness
8162,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8163,sadness,0.359,0.359,0.389,0.359,0.359,0.359,sadness
8164,love,0.298,0.298,0.323,0.298,0.298,0.298,sadness
8165,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8166,sadness,0.482,0.482,0.518,0.482,0.482,0.482,sadness
8167,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8168,sadness,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8169,joy,0.232,0.232,0.25,0.232,0.232,0.232,sadness
8170,anger,0.173,0.173,0.183,0.173,0.173,0.173,sadness
8171,sadness,0.111,0.111,0.118,0.111,0.111,0.111,sadness
8172,fear,0.161,0.161,0.173,0.161,0.161,0.161,sadness
8173,sadness,0.184,0.184,0.196,0.184,0.184,0.184,sadness
8174,sadness,0.143,0.143,0.154,0.143,0.143,0.143,sadness
8175,anger,0.23,0.23,0.247,0.23,0.23,0.23,sadness
8176,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8177,joy,0.44,0.44,0.476,0.44,0.44,0.44,sadness
8178,fear,0.218,0.218,0.234,0.218,0.218,0.218,sadness
8179,joy,0.845,0.845,0.839,0.774,0.845,0.845,anger
8180,sadness,0.321,0.321,0.348,0.321,0.321,0.321,sadness
8181,fear,0.125,0.125,0.133,0.125,0.125,0.125,sadness
8182,fear,0.202,0.202,0.217,0.202,0.202,0.202,sadness
8183,joy,0,0,0,0,0,0,not found
8184,sadness,0.29,0.29,0.309,0.29,0.29,0.29,sadness
8185,anger,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8186,anger,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8187,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8188,love,0.401,0.423,0.411,0.379,0.401,0.401,love
8189,anger,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8190,anger,0.354,0.34,0.335,0.312,0.34,0.34,anger
8191,sadness,0,0,0,0,0,0,not found
8192,sadness,0.202,0.202,0.217,0.202,0.202,0.202,sadness
8193,joy,0.235,0.235,0.254,0.235,0.235,0.235,sadness
8194,surprise,0.442,0.442,0.478,0.442,0.442,0.442,sadness
8195,anger,0.223,0.223,0.239,0.223,0.223,0.223,sadness
8196,sadness,0.244,0.244,0.262,0.244,0.244,0.244,sadness
8197,surprise,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8198,fear,0.436,0.436,0.474,0.436,0.436,0.436,sadness
8199,anger,0.306,0.306,0.33,0.306,0.306,0.306,sadness
8200,anger,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8201,anger,0,0,0,0,0,0,not found
8202,sadness,0.212,0.212,0.229,0.212,0.212,0.212,sadness
8203,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8204,anger,0.252,0.252,0.269,0.252,0.252,0.252,sadness
8205,love,0.291,0.291,0.314,0.291,0.291,0.291,sadness
8206,sadness,0.258,0.258,0.28,0.258,0.258,0.258,sadness
8207,fear,0.339,0.339,0.364,0.339,0.339,0.339,sadness
8208,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
8209,joy,0,0,0,0,0,0,not found
8210,fear,0.341,0.341,0.369,0.341,0.341,0.341,sadness
8211,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8212,joy,0.369,0.369,0.397,0.369,0.369,0.369,sadness
8213,anger,0,0,0,0,0,0,not found
8214,joy,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8215,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8216,joy,0.325,0.325,0.354,0.325,0.325,0.325,sadness
8217,joy,0.196,0.196,0.21,0.196,0.196,0.196,sadness
8218,sadness,0.411,0.411,0.441,0.411,0.411,0.411,sadness
8219,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8220,fear,0,0,0,0,0,0,not found
8221,sadness,0.176,0.176,0.189,0.176,0.176,0.176,sadness
8222,sadness,0.209,0.209,0.224,0.209,0.209,0.209,sadness
8223,sadness,0.154,0.154,0.167,0.154,0.154,0.154,sadness
8224,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8225,joy,0.36,0.36,0.391,0.36,0.36,0.36,sadness
8226,joy,0.25,0.25,0.269,0.25,0.25,0.25,sadness
8227,joy,0.3,0.3,0.325,0.3,0.3,0.3,sadness
8228,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8229,fear,0.571,0.571,0.621,0.571,0.571,0.571,sadness
8230,sadness,0.336,0.336,0.362,0.336,0.336,0.336,sadness
8231,fear,0.331,0.331,0.36,0.331,0.331,0.331,sadness
8232,sadness,0.46,0.46,0.498,0.508,0.46,0.46,surprise
8233,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8234,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8235,joy,0.243,0.243,0.258,0.243,0.243,0.243,sadness
8236,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8237,anger,0.179,0.179,0.192,0.179,0.179,0.179,sadness
8238,joy,0.34,0.34,0.367,0.34,0.34,0.34,sadness
8239,anger,0.368,0.368,0.396,0.368,0.368,0.368,sadness
8240,joy,0.261,0.261,0.279,0.261,0.261,0.261,sadness
8241,sadness,0.542,0.542,0.588,0.542,0.542,0.542,sadness
8242,sadness,0.208,0.208,0.224,0.208,0.208,0.208,sadness
8243,sadness,0.333,0.333,0.364,0.333,0.333,0.333,sadness
8244,surprise,0.199,0.199,0.216,0.199,0.199,0.199,sadness
8245,fear,0.258,0.258,0.276,0.258,0.258,0.258,sadness
8246,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8247,sadness,0.554,0.554,0.518,0.482,0.554,0.625,fear
8248,joy,0,0,0,0,0,0,not found
8249,love,0.332,0.332,0.358,0.332,0.332,0.332,sadness
8250,surprise,0.56,0.56,0.608,0.56,0.56,0.56,sadness
8251,sadness,0.714,0.714,0.769,0.714,0.714,0.714,sadness
8252,fear,0.218,0.218,0.233,0.218,0.218,0.218,sadness
8253,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8254,love,0.202,0.202,0.217,0.202,0.202,0.202,sadness
8255,sadness,0.281,0.281,0.303,0.281,0.281,0.281,sadness
8256,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8257,sadness,0.42,0.455,0.413,0.384,0.42,0.42,love
8258,joy,0.436,0.436,0.47,0.436,0.436,0.436,sadness
8259,sadness,0,0,0,0,0,0,not found
8260,sadness,0.451,0.451,0.489,0.451,0.451,0.451,sadness
8261,joy,0.509,0.557,0.501,0.462,0.509,0.509,love
8262,fear,0.267,0.267,0.286,0.267,0.267,0.267,sadness
8263,sadness,0.302,0.302,0.325,0.302,0.302,0.302,sadness
8264,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8265,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8266,joy,0.409,0.409,0.442,0.409,0.409,0.409,sadness
8267,joy,0.27,0.27,0.294,0.27,0.27,0.27,sadness
8268,joy,0.226,0.226,0.242,0.226,0.226,0.226,sadness
8269,joy,0.315,0.315,0.343,0.315,0.315,0.315,sadness
8270,sadness,0.229,0.229,0.246,0.229,0.229,0.229,sadness
8271,love,0.478,0.478,0.519,0.478,0.478,0.478,sadness
8272,fear,0.251,0.251,0.27,0.251,0.251,0.251,sadness
8273,love,0.154,0.154,0.167,0.154,0.154,0.154,sadness
8274,sadness,0.388,0.388,0.42,0.388,0.388,0.388,sadness
8275,fear,0.144,0.144,0.155,0.144,0.144,0.144,sadness
8276,sadness,0.354,0.354,0.383,0.354,0.354,0.354,sadness
8277,sadness,0.297,0.297,0.321,0.297,0.297,0.297,sadness
8278,sadness,0.345,0.381,0.332,0.309,0.345,0.345,love
8279,anger,0.17,0.17,0.182,0.17,0.17,0.17,sadness
8280,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8281,fear,0.295,0.295,0.32,0.295,0.295,0.295,sadness
8282,joy,0.182,0.182,0.196,0.182,0.182,0.182,sadness
8283,sadness,0.236,0.236,0.255,0.236,0.236,0.236,sadness
8284,sadness,0.37,0.37,0.399,0.37,0.37,0.37,sadness
8285,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8286,joy,0.287,0.287,0.31,0.287,0.287,0.287,sadness
8287,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
8288,joy,0.196,0.196,0.21,0.196,0.196,0.196,sadness
8289,fear,0.275,0.275,0.295,0.275,0.275,0.275,sadness
8290,sadness,0.316,0.316,0.343,0.316,0.316,0.316,sadness
8291,joy,0.289,0.289,0.289,0.27,0.289,0.289,anger
8292,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8293,sadness,0.224,0.224,0.24,0.224,0.224,0.224,sadness
8294,love,0.214,0.214,0.231,0.214,0.214,0.214,sadness
8295,sadness,0.281,0.281,0.302,0.281,0.281,0.281,sadness
8296,joy,0.486,0.486,0.469,0.435,0.486,0.486,anger
8297,joy,0.325,0.325,0.35,0.325,0.325,0.325,sadness
8298,anger,0.188,0.188,0.2,0.188,0.188,0.188,sadness
8299,sadness,0.479,0.479,0.521,0.479,0.479,0.479,sadness
8300,sadness,0.184,0.184,0.196,0.184,0.184,0.184,sadness
8301,joy,0.44,0.44,0.475,0.44,0.44,0.44,sadness
8302,joy,0.241,0.241,0.258,0.241,0.241,0.241,sadness
8303,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8304,sadness,0.319,0.319,0.347,0.319,0.319,0.319,sadness
8305,joy,0.248,0.248,0.268,0.248,0.248,0.248,sadness
8306,joy,0.222,0.222,0.238,0.222,0.222,0.222,sadness
8307,joy,0.276,0.276,0.298,0.276,0.276,0.276,sadness
8308,fear,0.414,0.414,0.445,0.414,0.414,0.414,sadness
8309,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
8310,sadness,0.443,0.443,0.479,0.443,0.443,0.443,sadness
8311,sadness,0.196,0.196,0.21,0.196,0.196,0.196,sadness
8312,joy,0.208,0.208,0.224,0.208,0.208,0.208,sadness
8313,joy,0.458,0.458,0.496,0.458,0.458,0.458,sadness
8314,fear,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8315,sadness,0.139,0.139,0.15,0.139,0.139,0.139,sadness
8316,joy,0.25,0.25,0.268,0.25,0.25,0.25,sadness
8317,fear,0.291,0.291,0.313,0.291,0.291,0.291,sadness
8318,anger,0.55,0.55,0.597,0.55,0.55,0.55,sadness
8319,joy,0.314,0.314,0.342,0.314,0.314,0.314,sadness
8320,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8321,joy,0.714,0.714,0.769,0.714,0.714,0.714,sadness
8322,sadness,0.388,0.388,0.417,0.388,0.388,0.388,sadness
8323,surprise,0,0,0,0,0,0,not found
8324,anger,0.294,0.294,0.319,0.294,0.294,0.294,sadness
8325,joy,0.444,0.444,0.48,0.444,0.444,0.444,sadness
8326,joy,0.212,0.212,0.227,0.212,0.212,0.212,sadness
8327,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8328,fear,0,0,0,0,0,0,not found
8329,love,0.134,0.134,0.144,0.134,0.134,0.134,sadness
8330,joy,0.205,0.205,0.219,0.205,0.205,0.205,sadness
8331,fear,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8332,joy,0.237,0.237,0.256,0.237,0.237,0.237,sadness
8333,anger,0.349,0.349,0.376,0.349,0.349,0.349,sadness
8334,sadness,0.31,0.31,0.336,0.31,0.31,0.31,sadness
8335,sadness,0.362,0.362,0.391,0.362,0.362,0.362,sadness
8336,joy,0.179,0.179,0.192,0.179,0.179,0.179,sadness
8337,fear,0.199,0.199,0.215,0.199,0.199,0.199,sadness
8338,fear,0.217,0.217,0.232,0.217,0.217,0.217,sadness
8339,anger,0.136,0.136,0.146,0.136,0.136,0.136,sadness
8340,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8341,fear,0.354,0.354,0.384,0.354,0.354,0.354,sadness
8342,sadness,0.265,0.265,0.287,0.265,0.265,0.265,sadness
8343,sadness,0.346,0.346,0.373,0.346,0.346,0.346,sadness
8344,fear,0.225,0.225,0.244,0.225,0.225,0.225,sadness
8345,fear,0.226,0.226,0.242,0.226,0.226,0.226,sadness
8346,joy,0.275,0.275,0.295,0.275,0.275,0.275,sadness
8347,love,0.363,0.363,0.392,0.363,0.363,0.363,sadness
8348,anger,0.23,0.23,0.247,0.23,0.23,0.23,sadness
8349,fear,0.244,0.244,0.264,0.244,0.244,0.244,sadness
8350,joy,0.433,0.433,0.467,0.433,0.433,0.433,sadness
8351,joy,0.511,0.511,0.553,0.511,0.511,0.511,sadness
8352,fear,0.534,0.534,0.58,0.534,0.534,0.534,sadness
8353,love,0.2,0.2,0.216,0.2,0.2,0.2,sadness
8354,love,0.244,0.244,0.262,0.244,0.244,0.244,sadness
8355,sadness,0.221,0.221,0.238,0.221,0.221,0.221,sadness
8356,joy,0.338,0.338,0.37,0.338,0.338,0.338,sadness
8357,surprise,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8358,joy,0.255,0.255,0.277,0.255,0.255,0.255,sadness
8359,sadness,0.278,0.278,0.301,0.278,0.278,0.278,sadness
8360,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8361,love,0.464,0.512,0.448,0.417,0.464,0.464,love
8362,sadness,0.154,0.154,0.167,0.154,0.154,0.154,sadness
8363,joy,0.205,0.205,0.22,0.205,0.205,0.205,sadness
8364,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8365,joy,0.571,0.571,0.621,0.571,0.571,0.571,sadness
8366,joy,0.249,0.249,0.269,0.249,0.249,0.249,sadness
8367,joy,0.264,0.264,0.282,0.264,0.264,0.264,sadness
8368,joy,0.367,0.367,0.391,0.367,0.367,0.367,sadness
8369,joy,0.252,0.252,0.27,0.252,0.252,0.252,sadness
8370,sadness,0,0,0,0,0,0,not found
8371,sadness,0.474,0.474,0.515,0.474,0.474,0.474,sadness
8372,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8373,sadness,0.326,0.326,0.351,0.326,0.326,0.326,sadness
8374,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8375,anger,0.339,0.339,0.364,0.339,0.339,0.339,sadness
8376,sadness,0,0,0,0,0,0,not found
8377,anger,0.335,0.335,0.364,0.335,0.335,0.335,sadness
8378,love,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8379,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8380,joy,0.168,0.168,0.181,0.168,0.168,0.168,sadness
8381,sadness,0.443,0.443,0.479,0.443,0.443,0.443,sadness
8382,joy,0.254,0.254,0.272,0.254,0.254,0.254,sadness
8383,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8384,love,0.309,0.309,0.335,0.309,0.309,0.309,sadness
8385,joy,0.237,0.237,0.258,0.237,0.237,0.237,sadness
8386,anger,0.469,0.469,0.509,0.469,0.469,0.469,sadness
8387,love,0.321,0.321,0.35,0.321,0.321,0.321,sadness
8388,fear,0,0,0,0,0,0,not found
8389,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8390,joy,0.311,0.311,0.338,0.311,0.311,0.311,sadness
8391,fear,0,0,0,0,0,0,not found
8392,sadness,0.391,0.391,0.422,0.391,0.391,0.391,sadness
8393,love,0.251,0.251,0.268,0.251,0.251,0.251,sadness
8394,sadness,0.542,0.542,0.588,0.542,0.542,0.542,sadness
8395,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8396,sadness,0.3,0.3,0.325,0.3,0.3,0.3,sadness
8397,joy,0.386,0.386,0.417,0.386,0.386,0.386,sadness
8398,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8399,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8400,joy,0.226,0.226,0.243,0.226,0.226,0.226,sadness
8401,anger,0.365,0.365,0.394,0.365,0.365,0.365,sadness
8402,joy,0.293,0.293,0.317,0.293,0.293,0.293,sadness
8403,anger,0.354,0.354,0.382,0.354,0.354,0.354,sadness
8404,joy,0.667,0.667,0.857,0.667,0.667,0.667,sadness
8405,anger,0.291,0.291,0.314,0.291,0.291,0.291,sadness
8406,sadness,0.17,0.17,0.182,0.17,0.17,0.17,sadness
8407,anger,0.225,0.225,0.243,0.225,0.225,0.225,sadness
8408,fear,0.29,0.29,0.313,0.29,0.29,0.29,sadness
8409,surprise,0.75,0.75,0.818,0.75,0.75,0.75,sadness
8410,joy,0.133,0.133,0.143,0.133,0.133,0.133,sadness
8411,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8412,joy,0.334,0.334,0.337,0.314,0.334,0.334,sadness
8413,anger,0.148,0.148,0.16,0.148,0.148,0.148,sadness
8414,joy,0.245,0.245,0.265,0.245,0.245,0.245,sadness
8415,joy,0.288,0.288,0.311,0.288,0.288,0.288,sadness
8416,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8417,surprise,0,0,0,0,0,0,not found
8418,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8419,fear,0.184,0.184,0.196,0.184,0.184,0.184,sadness
8420,joy,0.364,0.364,0.4,0.364,0.364,0.364,sadness
8421,joy,0.462,0.462,0.5,0.462,0.462,0.462,sadness
8422,anger,0.254,0.254,0.272,0.254,0.254,0.254,sadness
8423,fear,0.217,0.217,0.234,0.217,0.217,0.217,sadness
8424,joy,0.251,0.251,0.269,0.251,0.251,0.251,sadness
8425,love,0.494,0.494,0.508,0.471,0.494,0.516,fear
8426,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8427,joy,0.412,0.412,0.446,0.412,0.412,0.412,sadness
8428,fear,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8429,joy,0,0,0,0,0,0,not found
8430,surprise,0.325,0.325,0.351,0.353,0.325,0.325,surprise
8431,joy,0.367,0.367,0.396,0.367,0.367,0.367,sadness
8432,sadness,0.287,0.287,0.309,0.287,0.287,0.287,sadness
8433,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
8434,surprise,0.336,0.336,0.367,0.336,0.336,0.336,sadness
8435,anger,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8436,sadness,0,0,0,0,0,0,not found
8437,anger,0.134,0.134,0.143,0.134,0.134,0.134,sadness
8438,sadness,0.214,0.214,0.231,0.214,0.214,0.214,sadness
8439,joy,0.457,0.457,0.495,0.457,0.457,0.457,sadness
8440,joy,0.299,0.299,0.32,0.299,0.299,0.299,sadness
8441,joy,0.237,0.237,0.258,0.237,0.237,0.237,sadness
8442,joy,0.201,0.201,0.215,0.201,0.201,0.201,sadness
8443,joy,0.295,0.295,0.319,0.295,0.295,0.295,sadness
8444,love,0.438,0.479,0.427,0.398,0.438,0.438,love
8445,love,0.265,0.265,0.284,0.265,0.265,0.265,sadness
8446,anger,0.17,0.17,0.182,0.17,0.17,0.17,sadness
8447,joy,0.31,0.31,0.336,0.31,0.31,0.31,sadness
8448,love,0.383,0.383,0.413,0.383,0.383,0.383,sadness
8449,love,0.223,0.223,0.239,0.223,0.223,0.223,sadness
8450,love,0.286,0.286,0.309,0.286,0.286,0.286,sadness
8451,fear,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8452,sadness,0.333,0.333,0.357,0.333,0.333,0.333,sadness
8453,sadness,0.542,0.542,0.588,0.542,0.542,0.542,sadness
8454,joy,0.176,0.176,0.188,0.176,0.176,0.176,sadness
8455,sadness,0.281,0.281,0.303,0.281,0.281,0.281,sadness
8456,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
8457,joy,0.267,0.267,0.287,0.267,0.267,0.267,sadness
8458,sadness,0.19,0.19,0.205,0.19,0.19,0.19,sadness
8459,joy,0.456,0.456,0.494,0.456,0.456,0.456,sadness
8460,sadness,0.55,0.55,0.597,0.55,0.55,0.55,sadness
8461,anger,0.222,0.222,0.239,0.222,0.222,0.222,sadness
8462,joy,0.211,0.211,0.226,0.211,0.211,0.211,sadness
8463,sadness,0.235,0.235,0.25,0.235,0.235,0.235,sadness
8464,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8465,joy,0.237,0.237,0.256,0.237,0.237,0.237,sadness
8466,sadness,0.223,0.223,0.241,0.223,0.223,0.223,sadness
8467,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8468,joy,0.295,0.295,0.319,0.295,0.295,0.295,sadness
8469,anger,0.275,0.275,0.295,0.275,0.275,0.275,sadness
8470,love,0.266,0.266,0.287,0.266,0.266,0.266,sadness
8471,joy,0.222,0.222,0.238,0.222,0.222,0.222,sadness
8472,joy,0.356,0.356,0.384,0.356,0.356,0.356,sadness
8473,joy,0.182,0.182,0.196,0.182,0.182,0.182,sadness
8474,fear,0.198,0.198,0.214,0.198,0.198,0.198,sadness
8475,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8476,anger,0.348,0.348,0.382,0.348,0.348,0.348,sadness
8477,anger,0.118,0.118,0.125,0.118,0.118,0.118,sadness
8478,sadness,0.327,0.327,0.353,0.327,0.327,0.327,sadness
8479,joy,0.393,0.365,0.362,0.336,0.365,0.365,anger
8480,sadness,0,0,0,0,0,0,not found
8481,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8482,joy,0.643,0.69,0.643,0.595,0.643,0.643,love
8483,sadness,0.47,0.498,0.476,0.441,0.47,0.47,love
8484,joy,0.187,0.187,0.201,0.187,0.187,0.187,sadness
8485,anger,0.226,0.226,0.243,0.226,0.226,0.226,sadness
8486,sadness,0.225,0.225,0.239,0.225,0.225,0.225,sadness
8487,sadness,0.219,0.219,0.234,0.219,0.219,0.219,sadness
8488,sadness,0.266,0.266,0.285,0.266,0.266,0.266,sadness
8489,joy,0,0,0,0,0,0,not found
8490,love,0.368,0.368,0.396,0.368,0.368,0.368,sadness
8491,anger,0.542,0.542,0.588,0.542,0.542,0.542,sadness
8492,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8493,joy,0.321,0.321,0.346,0.321,0.321,0.321,sadness
8494,joy,0.133,0.133,0.143,0.133,0.133,0.133,sadness
8495,joy,0.336,0.336,0.363,0.336,0.336,0.336,sadness
8496,sadness,0.344,0.344,0.373,0.344,0.344,0.344,sadness
8497,fear,0.476,0.476,0.511,0.476,0.476,0.476,sadness
8498,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8499,joy,0.125,0.125,0.133,0.125,0.125,0.125,sadness
8500,joy,0.237,0.237,0.258,0.237,0.237,0.237,sadness
8501,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8502,sadness,0.269,0.269,0.29,0.269,0.269,0.269,sadness
8503,joy,0.218,0.218,0.235,0.218,0.218,0.218,sadness
8504,joy,0.428,0.428,0.462,0.428,0.428,0.428,sadness
8505,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
8506,joy,0,0,0,0,0,0,not found
8507,joy,0.53,0.578,0.52,0.483,0.53,0.53,love
8508,sadness,0.263,0.263,0.284,0.263,0.263,0.263,sadness
8509,sadness,0.598,0.598,0.655,0.598,0.598,0.598,sadness
8510,joy,0.192,0.192,0.206,0.192,0.192,0.192,sadness
8511,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
8512,joy,0.284,0.284,0.307,0.284,0.284,0.284,sadness
8513,anger,0.32,0.32,0.344,0.32,0.32,0.32,sadness
8514,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8515,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8516,joy,0,0,0,0,0,0,not found
8517,joy,0.245,0.245,0.264,0.245,0.245,0.245,sadness
8518,sadness,0.308,0.308,0.335,0.308,0.308,0.308,sadness
8519,sadness,0.36,0.36,0.386,0.36,0.36,0.36,sadness
8520,joy,0.323,0.323,0.349,0.323,0.323,0.323,sadness
8521,sadness,0.348,0.348,0.375,0.348,0.348,0.348,sadness
8522,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
8523,joy,0.125,0.125,0.133,0.125,0.125,0.125,sadness
8524,joy,0.273,0.273,0.293,0.273,0.273,0.273,sadness
8525,love,0.184,0.184,0.196,0.184,0.184,0.184,sadness
8526,love,0.464,0.512,0.448,0.417,0.464,0.464,love
8527,sadness,0.182,0.182,0.2,0.182,0.182,0.182,sadness
8528,sadness,0.219,0.219,0.235,0.219,0.219,0.219,sadness
8529,joy,0.333,0.333,0.364,0.333,0.333,0.333,sadness
8530,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8531,fear,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8532,joy,0.177,0.177,0.19,0.177,0.177,0.177,sadness
8533,joy,0.28,0.28,0.301,0.28,0.28,0.28,sadness
8534,sadness,0.214,0.214,0.229,0.214,0.214,0.214,sadness
8535,joy,0.392,0.392,0.422,0.392,0.392,0.392,sadness
8536,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8537,joy,0.527,0.527,0.571,0.527,0.527,0.527,sadness
8538,joy,0.562,0.5,0.467,0.438,0.5,0.5,anger
8539,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
8540,joy,0.615,0.615,0.667,0.615,0.615,0.615,sadness
8541,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8542,joy,0.355,0.355,0.382,0.355,0.355,0.355,sadness
8543,sadness,0.425,0.425,0.419,0.386,0.425,0.425,anger
8544,joy,0.375,0.375,0.406,0.375,0.375,0.375,sadness
8545,sadness,0.364,0.364,0.4,0.364,0.364,0.364,sadness
8546,joy,0.253,0.253,0.272,0.253,0.253,0.253,sadness
8547,sadness,0.381,0.381,0.414,0.381,0.381,0.381,sadness
8548,anger,0.438,0.438,0.473,0.438,0.438,0.438,sadness
8549,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8550,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
8551,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
8552,love,0.133,0.133,0.143,0.133,0.133,0.133,sadness
